NAME	TEAM1516	Height	Weight	OverallRating	crossing	finishing	heading_accuracy	short_passing	volleys	dribbling	curve	free_kick_accuracy	long_passing	ball_control	acceleration	sprint_speed	agility	reactions	balance	shot_power	jumping	stamina	strength	long_shots	aggression	interceptions	positioning	vision	penalties	marking	standing_tackle	sliding_tackle	GKdiving	GKhandling	GKkicking	GKpositioning	GKreflexes
Inaki_Williams	8315	185.42	170	70	63	70	64	61	52	70	44	43	55	69	85	87	78	54	57	81	79	70	79	62	48	21	66	56	63	23	37	26	13	14	13	9	12
Fabian	8603	187.96	154	64	56	58	58	73	49	65	62	57	68	67	52	58	55	59	56	62	53	43	46	61	47	44	58	68	61	47	59	57	16	11	7	13	13
Aritz_Elustondo	8560	182.88	159	64	55	25	63	57	29	33	34	38	36	61	62	65	49	63	63	39	70	61	63	33	57	68	33	31	40	61	68	68	6	9	11	14	7
Inigo_Lekue	8315	180.34	159	59	59	39	58	60	38	57	53	45	57	59	67	69	60	59	70	51	61	63	62	42	62	60	47	46	47	51	58	59	14	15	12	12	8
Mamadou_Sylla	8558	182.88	176	60	43	62	60	47	49	58	35	35	35	51	68	69	61	54	55	61	63	61	68	57	55	30	63	49	56	26	41	36	8	15	8	7	10
Alfonso_Pedraza	10205	182.88	165	65	62	60	50	66	53	67	57	52	62	67	65	67	58	59	57	64	59	59	60	61	44	41	65	60	62	43	42	45	12	6	14	7	12
Borja_Mayoral	8633	180.34	148	63	43	73	55	56	35	52	34	44	30	63	67	68	62	71	65	59	68	54	46	50	27	16	73	51	64	16	17	22	12	9	8	15	7
Jon_Bautista	8560	177.8	159	60	38	60	61	45	62	59	42	50	32	58	67	66	57	61	68	56	66	58	60	64	35	16	63	49	65	15	12	16	9	11	9	11	13
Josep_Sene	9910	185.42	163	67	57	53	61	75	46	71	58	60	67	70	65	60	61	67	60	48	56	49	56	59	46	56	69	74	61	38	55	56	14	16	7	13	10
Nacho_Monsalve	9906	177.8	163	61	42	21	57	49	26	38	38	25	36	47	56	60	42	56	65	37	74	60	62	23	55	65	37	35	37	62	62	69	9	15	16	9	6
Nili	8306	177.8	143	63	62	46	52	52	29	72	39	37	32	61	73	71	56	68	73	42	59	65	50	30	62	60	67	49	51	60	62	63	11	8	11	7	9
Sabin_Merino	8315	185.42	176	63	57	66	60	56	59	66	53	50	47	58	71	77	58	63	53	53	62	57	66	62	42	34	64	58	65	23	41	34	13	8	9	9	13
Curro_Sanchez	8302	177.8	150	58	47	51	37	66	44	55	45	43	64	60	64	65	60	56	68	47	59	47	48	49	38	49	52	58	44	37	43	45	12	9	9	8	8
Paolo_Lemos	8306	185.42	176	65	28	24	68	58	30	68	32	35	51	61	73	75	46	54	62	48	78	62	73	27	58	62	27	40	41	60	69	67	10	6	7	15	13
Jose_Matos	8302	170.18	150	58	51	25	41	51	22	45	33	31	26	44	78	75	52	48	70	27	63	80	56	23	50	49	40	33	35	56	61	65	5	8	6	9	5
Rodrigo_Hernandez	10205	190.5	172	65	35	48	44	71	38	44	56	54	75	69	61	62	59	56	65	61	62	59	66	45	60	61	53	64	46	57	68	60	10	10	7	14	8
Mikel_Oiarzabal	8560	177.8	170	65	62	60	42	69	47	66	48	46	64	66	66	66	63	63	61	55	59	59	57	60	40	29	65	63	45	35	32	30	10	6	10	13	11
Pablo_Fornals	9864	177.8	148	63	46	58	37	68	55	60	51	36	59	63	68	66	67	63	72	54	61	68	53	56	56	47	63	64	46	45	50	49	9	11	12	7	15
Diego_Gonzalez	8302	182.88	190	56	50	25	53	50	22	48	32	34	21	53	66	61	52	52	53	35	57	58	74	24	49	55	41	39	42	55	60	57	7	7	8	8	12
Miguel_Munoz	8305	177.8	159	59	51	28	48	42	22	41	27	28	22	54	70	60	52	60	72	21	64	62	56	23	48	61	49	38	39	59	68	61	10	11	11	9	11
Jonatan_Montiel	8370	172.72	148	59	39	54	45	64	30	60	31	38	61	57	69	61	59	58	79	40	62	55	42	53	59	38	59	56	37	28	37	39	10	12	10	9	6
Charly_Musonda	8603	172.72	146	64	55	58	37	63	52	72	54	52	61	66	79	73	80	61	85	47	37	56	32	59	26	21	52	62	54	21	21	22	6	6	7	8	9
