S1	S2	S3	S4	S5	S6
  9.3147556e-001  2.3012947e+000  7.9691664e-001  7.1049332e-001  2.1020219e+000  1.3951394e+000
  4.7135110e-001  3.1978464e+000  1.1797681e+000  2.0917288e-001  3.7227852e+000  4.1760362e+000
  9.1455758e-001  2.4520592e-002  9.1880180e-001  2.0052032e+000  4.7771319e-001 -1.2046395e+000
  8.9445258e-001  2.1105637e+000  1.1821359e+000  2.4648931e+000  5.8338946e+000  2.5025078e+000
  7.4398250e-001  5.1741257e-001  9.4258704e-001  1.6935237e+001  3.6788495e+000  1.3195184e+000
  4.0129044e-001  1.1332162e+001  1.1433894e+000  1.4977758e+001  8.3366266e+000  4.1648617e+000
  7.5078506e-001  8.5907903e-001  1.0850952e+000  1.3474876e-002  3.3253529e+000  1.9091108e+000
  7.1895668e-001  5.7890550e+000  1.4465933e+000  1.6807232e-001  9.9352689e-001  1.9879334e+000
  5.1967906e-001  5.1993351e-001  1.1428286e+000  1.6123244e+000  2.6196842e+000  3.0719646e-001
  4.3859912e-001  2.1029698e+000  8.4430128e-001  1.8686177e-001  8.0015189e+000 -2.1126776e+000
  9.1936157e-001  8.9466432e+000  1.2489638e+000  1.0090684e+001  2.0344410e+000  1.2622739e+000
  9.4140052e-001  1.0547394e+001  1.4883049e+000  2.3264264e-001  3.6751974e+000  1.4066035e+000
  9.5331921e-001  2.5562914e-001  9.8004211e-001  1.3091410e-001  1.2022086e+001  2.5853121e-001
  4.1606798e-001  2.3637092e+000  1.5182556e+000  6.4066042e-001  1.0566295e+001 -1.7752761e+000
  8.0837231e-001  3.3185488e+000  1.0133008e+000  5.6798047e+000  4.2452554e+000  1.3601207e+000
  7.7665497e-001  9.6984046e-001  1.0608460e+000  9.0312725e+000  5.5749577e+000  6.2675139e-002
  4.8115930e-001  3.4911838e+000  1.0993931e+000  1.2418111e-001  6.9722146e-001  3.2900322e+000
  7.9056887e-001  7.7434273e-001  1.1074041e+000  2.7538809e-002  4.0345952e+000  5.5039387e-002
  5.6414030e-001  1.0718799e+000  1.5697795e+000  7.9667196e+000  1.3122720e+001  1.1890204e+000
  1.5244079e-001  1.5518131e-001  1.1149869e+000  1.0887467e+000  8.2889555e+000  3.1263034e-001
  8.4227939e-001  6.8794399e+000  9.7601845e-001  4.2188244e-001  4.9446307e+000 -6.0605876e-001
  8.3039387e-001  1.7910081e+000  7.7905563e-001  1.0087295e+000  6.2462461e+000  4.1219136e+000
  6.8039421e-001  4.1200375e+000  1.4443099e+000  3.8869723e+000  1.4896969e+001  4.4073223e+000
  8.0337585e-001  5.3565039e+000  7.8009205e-001  7.4672128e+000  5.5356538e+000  1.9820412e+000
  1.5270122e-001  3.1865849e-001  1.0756040e+000  1.1336868e-001  9.4716765e+000  1.8458006e+000
  4.3271935e-001  1.7238604e+000  1.6494415e+000  1.2488331e-001  3.8696359e+000  2.9884257e+000
  4.8174435e-001  1.4077191e+000  8.7668876e-001  8.8400303e-001  5.1730726e+000  1.1255760e+000
  6.0351230e-001  3.2005934e+000  2.2626878e+000  2.0669954e+000  1.7406948e+000  3.7875194e+000
  3.6673022e-001  9.7995949e-002  1.4694537e+000  2.5701501e+000  4.2853165e+000  1.2911362e+000
  8.1274807e-001  2.5370739e+000  7.3036823e-001  3.1865828e-001  6.0686689e+000  4.9409280e-001
  9.2263151e-001  2.1812194e+000  1.6869122e+000  4.4685955e-001  2.1052468e+000  3.1902837e-001
  6.8134738e-001  3.1758612e+000  1.0122942e+000  1.0975076e-002  1.2884531e+000 -1.7823602e+000
  8.3609368e-001  4.7606925e+000  1.1411721e+000  1.2553103e-001  2.5709956e+000  2.1912764e+000
  9.7963858e-001  2.9393250e+000  9.6191784e-001  6.3791513e-001  3.8953257e+000  2.4882990e+000
  6.5478678e-001  1.2223424e+000  9.9503578e-001  4.2824364e-001  6.3528384e+000  2.9106733e-001
  7.0171951e-001  2.0858027e+000  1.0911710e+000  1.9238971e+000  2.3128994e+000  1.8883322e+000
  6.0433880e-001  8.6527422e+000  9.5041377e-001  1.1162781e+000  1.1045057e+000  1.4613423e+000
  5.1150364e-001  3.5984565e-001  8.3163887e-001  6.3548273e-001  3.7136336e-001  5.0829395e+000
  5.5949814e-001  9.1529653e+000  9.6918609e-001  7.1171263e-001  6.1796446e+000  3.7747376e+000
  8.1020010e-001  5.2398982e+000  1.6926756e+000  1.6994410e+000  7.3310470e+000  6.5430822e-001
  6.4817163e-001  8.8955321e-001  7.7418677e-001  4.2090282e+000  1.8506290e+000  3.1339539e+000
  5.1075213e-001  7.7850680e+000  1.2321897e+000  5.9433427e-001  1.0803833e+001  4.3239390e+000
  3.8093824e-001  3.7336123e-001  1.2086643e+000  6.6971655e-001  3.1161563e+000  7.1543586e-001
  7.2615936e-001  5.0750473e-002  7.3261985e-001  2.2518156e-002  5.0551431e+000  4.3425970e+000
  6.7407950e-001  1.8925654e+000  8.3593457e-001  1.9072246e-001  4.2969477e+000  2.4918859e+000
  8.1626625e-001  5.3221619e+000  9.6604025e-001  6.5279094e+000  3.8477866e+000  2.1969704e+000
  7.6131588e-001  2.2202617e+000  9.4111814e-001  1.6615467e+000  2.5504298e+000  3.2150379e+000
  7.2920667e-001  4.6353577e+000  1.2196051e+000  2.3931886e-001  5.5990007e+000  4.9983165e+000
  8.0416605e-001  3.2456344e+000  1.1396112e+000  2.2331774e-001  9.1282422e+000  6.4858752e-001
  8.4051383e-001  4.1826029e-001  1.0859319e+000  5.1467318e-001  2.7930246e+000  4.1771664e+000
  9.1724714e-001  6.5289635e+000  7.9171532e-001  2.8327987e+000  3.8843629e+000  1.5959166e+000
  9.2112391e-001  7.1475251e-001  1.7775769e+000  3.6985656e-001  9.7301239e+000  2.9949739e+000
  8.5701251e-001  1.2549388e+000  9.2052435e-001  1.1093832e+000  4.0966138e+000  1.7771397e+000
  7.0689597e-001  2.2955540e+000  1.5182666e+000  9.5123790e-001  5.3071690e+000  1.6093719e+000
  6.0492853e-001  1.3933022e+000  1.6777778e+000  3.3944261e+000  3.8280969e+000  4.2251753e+000
  7.5174002e-001  1.3813049e+000  9.6323290e-001  4.2308986e+000  3.8083516e+000  2.9447262e+000
  8.4233088e-001  2.2836771e+000  1.2211384e+000  2.1595766e-001  3.2206287e+000  3.4424083e+000
  4.5570900e-001  4.3701126e+000  1.2979771e+000  4.1873042e+000  7.6452834e+000  3.2977119e+000
  9.7716540e-001  8.2350201e-001  9.5490736e-001  1.8567920e+001  3.9119526e+000  2.2155337e+000
  7.6108137e-001  4.9304852e-001  1.4782871e+000  1.1681214e+001  5.0707973e+000  3.5976047e+000
  5.8687007e-001  2.1075907e+000  1.2109750e+000  1.7246268e+000  1.5777496e+000  1.2422484e+000
  5.3474539e-001  4.7222182e-003  1.0038209e+000  3.0438944e+000  4.8279692e+000  2.2720464e+000
  9.5649990e-001  1.0248146e+001  1.2780948e+000  5.4039409e-001  1.1801995e+000  7.6166923e-001
  8.4040199e-001  9.8253834e+000  6.9326873e-001  6.1074943e-001  2.6179157e+000  2.3472281e+000
  7.0193577e-001  4.0934319e+000  1.0122604e+000  2.8585539e+000  1.2198822e+000  1.0594839e+000
  8.6062974e-001  5.8365208e+000  1.0637733e+000  5.7548390e+000  1.4365575e+000 -2.5546161e-001
  5.1182671e-001  2.2372734e+000  7.7865747e-001  1.1332447e+000  6.8814182e+000 -1.9153993e+000
  5.6431547e-001  1.2625194e+000  5.6818939e-001  1.4102703e-001  5.4450605e+000  3.6038045e+000
  9.0544851e-001  6.5681701e+000  9.6062322e-001  7.7674772e-001  4.9320845e+000 -1.2245253e+000
  5.2067867e-001  1.2148860e+000  1.2349455e+000  3.7476131e+000  5.9281817e+000  5.0238690e+000
  5.8076480e-001  1.4300590e+000  1.0175117e+000  5.2151013e-001  5.7360492e+000  1.2886802e+000
  9.3784756e-001  1.5571100e+000  1.7482619e+000  2.9344028e-001  4.5906255e+000  5.3540798e+000
  8.6325100e-001  5.0156745e+000  1.1101935e+000  4.3299282e+000  2.1099565e+000 -3.1291343e-001
  6.5111966e-001  4.5456519e+000  1.0462775e+000  1.7488385e-001  6.4173224e+000  6.7831901e-001
  9.6472765e-001  2.1513304e+000  1.3935710e+000  4.8953293e+000  6.0005883e+000  1.3600653e+000
  5.3969630e-001  7.1939259e+000  1.4446955e+000  2.2821873e-001  2.3798766e+000  2.7354923e+000
  3.4742203e-001  2.8738526e+000  8.8913470e-001  2.1925998e+000  1.7901264e+001  9.0919668e+000
  4.8477576e-001  8.0344692e-001  1.1603293e+000  5.4953695e-001  4.0900673e+000  1.3094920e+000
  7.6620747e-001  7.7308940e-001  1.4188622e+000  6.5628289e-002  2.4066032e+000  3.4019934e+000
  6.3392203e-001  6.3704753e-001  1.1900294e+000  1.7173718e-001  2.6760065e+000  2.8576699e+000
  9.7212658e-001  2.0334526e-001  9.1305866e-001  3.0232542e-002  5.9434092e+000  1.2061887e+000
  4.6913224e-001  1.4325684e+000  1.2698249e+000  3.8436887e+000  2.0997483e+000  2.7851170e+000
  3.7928718e-001  1.6710013e+000  1.2676922e+000  3.1513277e-001  2.7720678e+000  1.1171076e+000
  6.6016602e-001  1.8302421e+000  1.3807815e+000  1.1240158e+000  1.1139685e+001  2.9361734e+000
  7.2112074e-001  4.5601216e-001  1.1902546e+000  2.5648623e+000  3.8249994e+000  4.0666180e+000
  8.0343027e-001  1.4737988e+000  1.0328693e+000  1.5271214e+000  3.5492132e+000 -2.9939750e+000
  9.7354848e-001  4.3502470e+000  1.5257685e+000  3.1548728e+000  4.1590393e+000  5.1763645e+000
  7.8990133e-001  1.8378174e+000  9.6469552e-001  2.5099353e+000  1.3573987e+000  1.0229059e+000
  6.3494988e-001  4.2065636e+000  9.8021152e-001  3.2427393e+000  7.3796440e+000  7.2543121e-001
  4.2848213e-001  7.1957493e-002  1.4662847e+000  2.2973766e+000  6.4244535e+000  4.8527738e+000
  7.1813147e-001  6.2579556e+000  8.2287295e-001  2.0029611e+000  1.0733134e+001  1.9275821e+000
  8.7151603e-001  1.0977081e+001  8.6099272e-001  6.6892230e-001  2.0115412e+000 -4.3773113e-001
  8.6543522e-001  5.3474645e-001  1.2341951e+000  2.7868343e+000  2.1213045e+000  4.2239796e-001
  4.5194176e-001  1.6514514e+000  1.3218041e+000  1.8232983e+000  2.5017074e+000  9.8731198e-001
  4.4770052e-001  9.0201279e-001  5.3486272e-001  3.1174852e-001  6.8092869e+000  2.7916423e+000
  5.7829709e-001  2.4758875e+000  1.0914295e+000  6.3423192e-001  5.7451807e+000  1.6269988e+000
  6.8300094e-001  1.0843266e+001  1.4310259e+000  3.6714646e-001  5.3732278e+000  2.9822970e+000
  5.0211705e-001  6.8448106e+000  6.5957893e-001  2.9531849e+000  2.3605483e+000 -1.6432936e+000
  6.2681481e-001  1.2640903e-001  8.1752233e-001  4.1224999e+000  7.6684763e+000  2.4868799e+000
  6.5029869e-001  9.0814462e-001  9.5214124e-001  1.3297701e+000  4.3728869e+000  2.4298809e+000
  6.6395841e-001  2.0043401e+000  1.2486025e+000  7.3964510e-001  6.5808927e+000  4.8454834e+000
  8.6397570e-001  4.9816200e+000  9.7738651e-001  1.9938307e-001  5.2639824e+000  1.9558639e+000
  6.5893343e-001  1.4022912e+000  1.4135842e+000  6.3420309e+000  5.8390905e+000  2.0291253e-001
  7.6586997e-001  2.9081762e+000  1.1664284e+000  4.0541883e-001  4.0112969e+000  2.2865553e+000
  7.6498563e-001  2.2646893e+000  1.5292650e+000  5.4305038e+000  2.7568659e+000  1.6805106e+000
  5.4282109e-001  2.6442496e+000  1.4805016e+000  1.5034268e-001  4.0663094e+000  2.5372974e+000
  6.6451766e-001  2.0583595e+000  9.2546978e-001  1.7202915e+000  4.6261172e+000  2.4786692e+000
  7.3134724e-001  6.7814803e-001  9.4296917e-001  1.1985830e+000  6.6938236e+000  3.0978970e+000
  6.7729307e-001  2.0640276e+000  1.9573399e+000  5.3074498e-001  2.8035126e+000  3.7033625e+000
  3.2834288e-001  3.3315088e-001  1.1524984e+000  1.5903246e+001  4.3652406e+000  3.1344851e+000
  9.4121483e-001  9.0681363e-001  7.5541633e-001  2.9919387e+000  4.0300412e+000  4.0030162e+000
  7.2226008e-001  1.7665694e+000  1.1182222e+000  2.0240706e+000  1.1557309e+000  1.4279438e+000
  6.7443826e-001  6.1059787e-001  1.2758044e+000  7.3399736e-001  1.6384403e+000  3.7598190e+000
  7.3290643e-001  4.5136279e+000  9.7814981e-001  1.6748366e-002  2.3941426e+000  1.9783966e+000
  8.3455720e-001  1.6149703e+000  7.9405745e-001  9.2626141e+000  2.6675544e+000  8.7288858e-001
  7.5261445e-001  5.3896643e+000  1.9231546e+000  7.1283172e+000  2.1664490e+000  3.7773111e+000
  8.9809294e-001  1.1319603e+001  1.2520920e+000  2.3718558e-001  2.3275106e+000  3.2214459e+000
  8.7528122e-001  5.3673186e+000  8.4511515e-001  2.2123406e+000  3.1947845e+000  4.0392991e-001
  8.8135652e-001  4.9903733e+000  1.1031522e+000  1.5245085e-002  2.3714402e+000  2.5730029e+000
  4.1109157e-001  2.3567850e+000  1.1731437e+000  2.0221524e-001  3.3654844e+000  2.7517212e+000
  5.7415442e-001  7.5056495e-001  1.0618044e+000  2.9992154e+000  5.6715406e+000 -1.6229361e+000
  8.6888858e-001  2.7028904e+000  1.3939700e+000  6.1833045e-001  5.7615400e+000  3.3408441e-001
  6.7120419e-001  7.3455812e-001  1.5860677e+000  4.9373243e-001  1.7736543e+000  6.2639997e-001
  9.5312018e-001  1.6595189e+000  1.8541522e+000  6.0861330e-001  8.8862278e+000  1.6326622e+000
  3.6139797e-001  4.4843461e+000  1.1741077e+000  1.2808940e+000  5.5391430e+000  9.2826445e-001
  7.2050595e-001  1.9659535e+000  1.0870974e+000  1.8909751e+000  7.4597294e+000  4.3342971e+000
  8.5695266e-001  4.8722389e-001  1.1215742e+000  4.8612790e+000  3.9333601e+000  4.0129027e+000
  2.2466189e-001  2.0270008e+000  1.2753404e+000  5.1073268e-001  3.3541564e+000  1.9468598e+000
  7.7430201e-001  2.3658451e-001  1.1971692e+000  3.0348908e+000  6.3976994e+000  1.5215033e+000
  5.3159560e-001  2.0167964e+000  9.4404732e-001  4.0323097e+000  3.0360314e+000  9.7629949e-001
  6.8028011e-001  3.2970156e+000  8.7093512e-001  2.9738400e-001  5.6987999e+000  2.4188178e+000
  4.8657535e-001  4.2023515e-001  8.6443433e-001  6.4081323e-003  6.6102772e-001  2.1961993e+000
  5.6619095e-001  1.3148436e+001  8.6854383e-001  5.8815788e+000  8.7331724e-001 -9.1091801e-001
  6.0359123e-001  1.3440274e+000  1.0801856e+000  3.8922557e-001  9.0169493e+000  2.6129263e+000
  8.0292566e-001  3.1620016e+000  8.2465838e-001  3.2092955e+000  6.2734313e+000  6.9914402e+000
  8.2665646e-001  2.7826447e-001  1.1223632e+000  1.6278887e+000  3.8684717e+000  3.4614495e+000
  7.3213325e-001  1.1761683e+000  1.5555412e+000  7.0751600e-001  2.6266639e+000  4.3761599e+000
  6.7191720e-001  1.4785918e+000  1.1484559e+000  4.9169183e+000  4.3371981e+000  2.4075522e+000
  6.2205852e-001  5.6456332e+000  1.2536436e+000  2.0885055e+000  5.3820335e+000  1.8670392e+000
  9.7741157e-001  2.4506127e+000  1.0370497e+000  1.8554723e+000  6.3919187e+000  1.8652592e+000
  6.6870428e-001  2.1772508e+000  6.9317774e-001  5.4641871e+000  3.3040601e+000  3.9170870e-001
  6.9999875e-001  2.6918609e+000  1.2490174e+000  1.1581074e+000  1.4567508e+000  2.2600109e+000
  9.7152726e-001  2.7728260e-001  1.0708018e+000  2.3257554e+000  8.0046985e+000  4.6102179e+000
  7.5557097e-001  4.3772480e+000  1.0817886e+000  5.5448793e+000  2.0208563e+000  1.4440074e+000
  7.1732662e-001  9.1374519e-001  1.4898307e+000  3.1770416e-001  7.9510500e+000  4.4768912e+000
  8.8799723e-001  2.3823079e+000  9.0506053e-001  1.5530605e+000  4.4857912e+000  2.1126755e-001
  7.4638248e-001  2.5209273e+000  1.7392354e+000  7.2246138e-001  6.6831149e+000  1.9873626e+000
  2.2847617e-001  4.7950881e+000  2.3619740e+000  6.1504311e-001  7.0337643e+000 -3.1165229e-001
  9.2356816e-001  7.8583150e-001  1.0061706e+000  3.6441273e+000  7.9835835e+000  2.6981370e+000
  7.2966847e-001  6.3586231e+000  1.1608533e+000  5.2458422e-001  2.3254108e+000 -5.4653113e-001
  6.0718909e-001  5.4475605e+000  1.2142461e+000  3.6422998e+000  1.0964758e+001  2.1885418e+000
  8.0611641e-001  2.4566361e+000  1.2615614e+000  1.9164246e+000  4.6553474e+000  4.0354858e+000
  8.3122501e-001  5.0440705e+000  1.2335614e+000  3.5443789e+000  6.2304467e+000  2.4918796e+000
  3.9832622e-001  3.1354154e+000  9.4005383e-001  5.9564274e-001  3.4081177e+000  4.0507406e-002
  6.6479646e-001  8.7122761e-001  1.2898064e+000  9.2273830e-001  8.5625476e+000  4.7448659e+000
  9.3072553e-001  1.0452317e+000  1.1998940e+000  6.6344720e-002  1.8207005e+001  3.8908394e+000
  2.8332060e-001  1.8344026e+000  8.5395838e-001  3.3682828e-001  5.3761781e-001  3.0970646e+000
  7.6778066e-001  4.4208690e+000  1.1043380e+000  6.9142230e-001  3.4106130e+000  2.3732662e+000
  3.8979711e-001  3.5732367e+000  9.0956184e-001  6.3740357e+000  6.5857170e+000 -7.9202312e-001
  9.3817750e-001  1.9178881e+000  8.6416767e-001  1.5922490e+000  3.6134635e+000  3.5807028e+000
  6.8299382e-001  1.0681824e+001  1.2032225e+000  5.8800099e-002  4.4971593e+000  4.0068407e-001
  5.1117693e-001  1.6067730e+000  1.0188021e+000  1.4963964e+000  4.4078650e-001  4.4202173e+000
  9.0154496e-001  7.1516509e-001  1.0656965e+000  7.1426470e-001  4.8871741e+000  6.1693596e-001
  7.6695800e-001  3.6036035e+000  1.0907492e+000  6.9757903e-001  4.6002117e+000  2.5579950e+000
  6.7446074e-001  4.3505853e+000  9.5768199e-001  4.6341041e-002  2.2474699e+000  1.9467187e+000
  6.1214817e-001  1.0336054e+000  1.2793036e+000  2.0927273e-001  1.7894421e+001  1.2188960e+000
  6.7496473e-001  6.0506348e+000  1.6980561e+000  4.5938768e+000  2.2981149e+000  9.9451315e-001
  9.0534549e-001  1.0050575e+000  1.0382661e+000  2.8661868e+000  6.1730793e+000  9.7113055e-001
  7.0544725e-001  1.9138318e+000  8.9746137e-001  5.6087790e-001  1.0386870e+001  2.3407478e+000
  5.1509000e-001  4.6631018e+000  1.0450127e+000  1.2749412e+001  6.0157953e+000 -4.1699559e-001
  8.4544011e-001  2.2805167e+000  1.1624405e+000  9.3861830e-002  1.0431377e+000  2.2762087e+000
  6.6190983e-001  3.0893992e+000  1.6233934e+000  7.9347633e+000  2.3254061e+000  3.5910107e+000
  8.7796548e-001  8.7188986e-001  1.1250715e+000  1.0132982e+001  1.7905583e+000  2.7635933e-001
  9.0754772e-001  1.2932798e+000  1.0356421e+000  2.2099411e+000  1.2437181e+000  3.0058843e+000
  7.1487541e-001  3.0140965e+000  6.9715754e-001  1.3619151e+001  8.3727220e+000  1.8129674e+000
  4.7302806e-001  3.9247009e+000  1.2758046e+000  9.9351339e-002  3.3225854e+000  2.7901043e+000
  7.5256063e-001  5.7221605e+000  6.8667997e-001  2.6639535e+000  3.3066186e+000 -4.4467000e-001
  6.2678627e-001  3.3885477e-001  7.8763040e-001  4.0741771e+000  3.2124661e+000  3.8663859e+000
  8.5666226e-001  7.4665734e-001  8.8013657e-001  1.2643625e+001  4.8575291e+000  2.8424207e+000
  6.9329575e-001  1.6752118e+000  1.0431460e+000  1.8732055e+000  8.7302886e+000  3.6713793e+000
  9.3353132e-001  1.1268170e+000  7.2516613e-001  2.0370022e+000  6.8517401e+000  1.8842097e+000
  8.2395188e-001  7.8471943e-001  1.2452126e+000  3.3642222e+000  7.5958762e+000  1.1817557e+000
  4.9940188e-001  1.0095870e+001  1.2147485e+000  1.4969833e+000  5.2233556e+000  3.2640986e+000
  8.4823235e-001  4.5534627e+000  1.3361867e+000  4.3193650e-001  2.0168212e+000  3.4183759e+000
  5.9901288e-001  1.3293540e-002  8.0555511e-001  4.6512427e+000  3.5682621e+000 -4.5112746e-001
  9.5496172e-001  1.8877816e+000  1.4091355e+000  8.8695161e-001  1.1406018e+001  5.1072926e+000
  6.4792048e-001  1.0144541e-001  9.5696295e-001  3.2126392e-001  4.1575690e+000  3.8066666e+000
  6.0489914e-001  5.2971723e+000  1.3366199e+000  1.0524932e+000  3.8794869e+000  7.0879030e-001
  7.4291708e-001  1.7511446e-001  9.5674600e-001  3.0835573e-001  6.8517731e+000  2.9432353e+000
  9.1330270e-001  1.3101825e+000  8.6753945e-001  6.7690361e+000  7.2392025e+000  4.8454256e+000
  9.1886937e-001  7.7833947e-001  8.4117736e-001  5.0088805e+000  1.3734339e+001  1.2185311e+000
  6.1448838e-001  2.3048920e+000  1.0081043e+000  4.7120975e-001  1.1817586e+000  4.0742113e+000
  8.5380849e-001  2.9834191e+000  1.1547671e+000  6.4410989e-001  5.0841462e+000  2.0068153e+000
  9.5800673e-001  2.3968281e+000  8.2714846e-001  3.0623638e+000  4.0025163e+000  1.2296033e+000
  8.6661090e-001  3.4762488e-001  1.3084371e+000  8.7023136e-002  1.3210850e+000  5.8464061e-001
  2.3518790e-001  4.7221921e+000  9.4618854e-001  6.2114105e+000  6.1489464e+000  1.3628623e+000
  8.7436058e-001  6.9101044e-001  1.0506732e+000  8.9530758e-001  1.1460494e+000  1.5993523e+000
  6.7782859e-001  3.8131414e+000  1.1396884e+000  3.7462395e-002  4.1374999e+000  2.9791256e+000
  9.0095638e-001  3.4194222e+000  1.1648354e+000  2.1373561e-001  5.9091049e+000  2.2290001e+000
  8.9856973e-001  2.8625367e+000  1.0306477e+000  6.7915800e-001  2.9930402e+000  3.4780569e-001
  7.6128682e-001  9.2470175e-001  1.2193815e+000  3.6407843e-001  3.2467368e+000  6.5897531e-001
  4.1262921e-001  1.5028881e+000  1.4065815e+000  1.1625827e+000  7.2913215e+000 -9.8220676e-001
  5.4849424e-001  1.7110570e+000  1.4513765e+000  9.2071088e-001  6.5620794e+000 -3.5288307e-001
  8.0039200e-001  4.3111844e+000  8.2303783e-001  2.4301615e+000  5.7818685e+000  2.8059382e+000
  7.4664810e-001  2.3456224e+000  1.1290905e+000  2.4880024e+000  2.3212683e+000  2.9644735e+000
  4.3822604e-001  3.6372929e+000  1.5249047e+000  1.4574605e-001  5.1126419e+000  4.5664018e-001
  9.3415653e-001  3.0245223e+000  7.5010761e-001  1.0780200e+000  3.3867812e+000  1.2492355e+000
  8.5911397e-001  1.0134461e+000  1.0463324e+000  3.2251610e+000  3.9495425e+000  2.3260258e+000
  7.0396944e-001  1.5952215e-001  1.0909221e+000  1.8380045e-001  2.3127941e+000 -1.3853058e-001
  7.7876106e-001  2.0133200e-001  1.2503157e+000  3.8412011e-001  3.1363576e+000  2.9383197e+000
  2.9109967e-001  5.8987762e-001  1.2058908e+000  9.0793584e+000  9.2695366e+000 -4.8926039e-003
  8.3256950e-001  8.0256310e-001  1.0464932e+000  2.7010165e-001  6.0023296e+000  2.9418934e+000
  6.7322530e-001  1.0089166e+000  1.0355550e+000  3.2724147e-001  1.1107226e+000  5.6475031e+000
  6.8459646e-001  7.0659023e+000  1.2378406e+000  1.1298142e+001  2.2953426e+000  5.7084639e+000
  4.4007400e-001  3.3430469e-001  1.0291637e+000  2.0138745e-001  4.4978413e+000  1.2245070e+000
  2.9128477e-001  9.1508670e-002  7.5743313e-001  2.9520365e+000  5.8700646e+000  1.9816929e-001
  5.5025361e-001  3.5293543e+000  1.2238020e+000  2.7627352e-001  1.9828386e+000 -1.5391715e+000
  3.2797637e-001  1.6431388e+000  1.2834307e+000  1.9394921e+001  6.5016682e+000  4.9339136e-001
  6.2761644e-001  1.3475240e+000  1.0781292e+000  1.0450519e-001  4.0007782e+000  3.7452082e+000
  5.0178254e-001  7.1596205e-001  1.4354689e+000  2.5059150e-001  1.9810589e+000  5.2507515e+000
  6.7506752e-001  1.5390408e+000  6.9310755e-001  2.7725379e+000  4.8692383e+000  1.6163925e+000
  7.0807232e-001  1.0326175e-001  1.3890964e+000  6.1024334e-001  1.0241097e+000  3.6731502e+000
  6.8748359e-001  1.0808136e+001  9.2458343e-001  1.5895107e+001  1.1041127e+001  2.9478045e+000
  8.9804486e-001  4.1117506e+000  9.2365087e-001  1.7356214e+000  2.1083954e+000  4.4352205e-001
  7.2311139e-001  1.7947870e+000  8.0364551e-001  2.2587684e+000  2.7834871e+000  3.5764881e+000
  8.9596463e-001  3.4492056e+000  1.2290248e+000  7.7373982e-001  3.2796689e+000  3.3433993e+000
  8.6036534e-001  3.0144777e+000  8.6676301e-001  3.0707885e-003  3.6245137e+000  2.8448426e+000
  8.7110351e-001  1.2149574e+000  1.5873276e+000  1.5984069e+000  9.4749945e+000  3.2541077e+000
  8.8222547e-001  2.7261225e+000  1.4451029e+000  1.6105558e-001  5.2204522e+000  3.6170219e+000
  6.1163185e-001  2.2302730e+000  8.8093913e-001  1.3012210e-001  5.6229058e+000  3.4847115e+000
  9.4157201e-001  1.9155070e+000  8.5143425e-001  4.9095223e+000  2.8742281e+000  1.5619324e+000
  8.3191924e-001  3.4665999e-001  1.1721329e+000  9.2464170e+000  3.5522009e+000  1.6152410e+000
  9.1627743e-001  6.8682368e-001  1.1578178e+000  2.5503543e-001  6.6905710e+000  3.3422974e+000
  7.5251391e-001  8.0417794e-002  1.3391088e+000  7.0129902e-002  3.0615811e+000 -7.5256157e-001
  4.3965697e-001  1.0707328e+000  1.4875140e+000  4.1028955e-001  1.4710968e+000  3.0142594e+000
  7.7084081e-001  2.4232755e+000  8.6142598e-001  3.0332831e-001  3.1559987e+000  1.6205823e+000
  7.3134297e-001  1.1496707e+001  1.1697182e+000  3.0060551e-001  1.6279025e+000  4.5731501e-001
  8.2998333e-001  2.6762387e+000  1.2933383e+000  1.7219081e+000  7.6658865e+000  1.6998750e+000
  8.9626532e-001  6.6543426e-001  1.3137212e+000  9.1531568e-001  4.0090702e+000  9.1577491e-001
  5.7283330e-001  1.6906992e-001  1.2701775e+000  1.1942856e+001  4.9302760e+000  1.2778475e+000
  8.1420772e-001  4.4006432e+000  1.3831789e+000  8.4293138e-001  4.1164929e+000  4.9760265e+000
  9.5636455e-001  1.5382763e+000  7.6397839e-001  2.5095510e-001  5.4295019e+000 -8.3091960e-001
  4.9881233e-001  3.8389495e+000  7.4906128e-001  1.0376844e-001  3.8918862e+000  1.2603746e+000
  8.6918112e-001  5.4286916e+000  5.2404433e-001  3.4016436e-001  3.6719475e+000 -1.6765675e+000
  5.0082519e-001  4.5301287e+000  9.7652820e-001  1.8213336e+000  1.8604702e+000  1.1192867e+000
  5.5118506e-001  3.0276016e+000  1.1947142e+000  8.2035959e-002  2.0290278e+000  1.0530597e+000
  6.7803908e-001  1.7087355e+000  9.0264476e-001  6.1374741e+000  3.1455330e+000  1.9570566e+000
  6.9825214e-001  6.9389004e-002  1.0898368e+000  1.1082849e+000  7.7336349e+000  3.6180509e+000
  4.9211939e-001  5.7936136e-001  1.4016577e+000  8.6898811e+000  8.7962798e+000  1.5315764e+000
  9.7022285e-001  3.8383609e+000  1.0649401e+000  1.1322823e+001  5.0306086e+000  8.5126324e-001
  4.6810582e-001  3.0110634e-001  1.5779025e+000  2.9570910e-001  5.3589588e+000  1.5735672e+000
  5.6480342e-001  2.7538230e+000  8.4245660e-001  3.1718732e+000  4.4210256e+000  3.5985448e-001
  4.0551624e-001  3.0932311e+000  9.7768812e-001  3.4523549e-001  1.2503579e+001 -2.3445494e-001
